tweet	date	svm	nb	sa-score	sa-rounded
Over 20 aftershocks have rocked Hualian area in SE #China's Taiwan overnight following the M5.6 quake on Wed night https://t.co/1drrwF3Xmm 	4/27/16	0	0	0	0
"Giant mosaic made from 4 million recycled plastic bottles in Keelung, SE #China's #Taiwan, Wed https://t.co/byltBsmznn "	4/27/16	0	0	0	0
"#BREAKING: A magnitude of 5.0 #earthquake hits 69km NNE of #Taitung City, SE #China’s #Taiwan (USGS) https://t.co/kELHTUQQaK "	4/27/16	0	1	0	0
"#Breaking: Magnitude 5.6 and 4.9 quake subsequently hit waters off the coast of #Hualien, #Taiwan Wed. night: CENC https://t.co/q9bk9g2qIo "	4/27/16	0	0	0	0
Mainland voices resolute opposition to '#Taiwan independence' secessionist activities https://t.co/OpX2lARq6H https://t.co/ERUcWLPdCL 	4/27/16	0	1	0.2732	1
Japan released Taiwan fishing boat &amp; crew Tue after seizing them near Okinotori Atoll Mon https://t.co/gMfIssm7LY https://t.co/O3vVAwMRut 	4/27/16	0	0	0	0
#Taiwan fishing boat seized by #Japan (File pic) 	4/26/16	0	0	0	0
"#BREAKING: A magnitude of 5.3 #earthquake hits SSE of Hengchun, Southeast #China’s #Taiwan (USGS) https://t.co/OKroJLrVDA "	4/25/16	0	0	0	0
"#Japan on Mon detained a Taiwanese fishing boat near Okinotori Atoll; 10, including one mainland Chinese aboard: CNA https://t.co/sx6pJ8p9rJ "	4/25/16	0	0	-0.3818	-1
"Bus carrying mainland visitors overturns after clash w/ gravel truck in W #Taiwan Mon. Bus driver killed, 26 injured https://t.co/T3apf9IA1M "	4/25/16	0	0	-0.8271	-1
5M giant oarfish caught after Taiwan earthquake Tue. Fisherman seen chopping it up on street https://t.co/g9DmRYhXRE https://t.co/zZHkGmQPSN 	4/20/16	0	1	0	0
A group of around 10 Taiwanese officials to arrive in the Chinese mainland to discuss telecoms fraud on Wed https://t.co/6aewXG0jbj 	4/19/16	0	0	-0.5859	-1
Chinese Consulate-General in Fukuoka on Sun. sent 4 Taiwan tourists out of the area hit by 2 earthquakes in S #Japan https://t.co/av9G0mMzVa 	4/16/16	0	0	0	0
"The 7th #Taiwan Tattoo Convention kicks off in #Kaohsiung Fri, attracting over 200 tattoo artists around the globe https://t.co/CUXS7CSnhE "	4/16/16	0	0	0.4767	1
State Council’s #Taiwan Affairs Office urges Taiwan to correct mistake of connivance of releasing 20 fraud suspects https://t.co/hf9r36bv9t 	4/16/16	0	1	-0.8225	-1
#Taiwan releases 20 telecom fraud suspects deported fm #Malaysia due to incomplete evidence &amp;  lack arrest warrants https://t.co/bRzwTgOFvw 	4/16/16	0	0	-0.872	-1
"A 4.9-magnitude #earthquake hit off Taitung, #Taiwan, Sat (USGS) https://t.co/VZggS3yLsK "	4/16/16	0	0	0	0
#AIIB will address #Taiwan's membership bid under 'One #China' principle: Spokesperson 	4/13/16	0	0	0	0
"#Kenya deports 77 Chinese telecom fraud suspects, including 45 Taiwanese, to the mainland https://t.co/R48KenSWwF https://t.co/l8rIpD5YCM "	4/13/16	0	0	-0.7351	-1
#BREAKING M-4.5 #earthquake hit waters off the coast of Yilan county in #Taiwan at 13:45 on Monday: CENC https://t.co/c8sbKNw94J 	4/11/16	0	0	0	0
InPic: Beautiful scenery of the #Lanyu island in southeast #China's #Taiwan. https://t.co/mlqawEqbWp 	4/3/16	0	0	0.5994	1
Taiwan-based Foxconn has signed a $3.5B takeover deal with Japanese electronics giant @SHARP_JP after 4 yrs of talks https://t.co/b1BaCiYbuN 	4/2/16	0	0	0	0
The mainland's ARATS on Wed demands speedy release of 41 fishermen held in custody by #Taiwan https://t.co/63On5kQriu 	3/30/16	0	0	0	0
Vessel carrying 447 tonnes of fuel broke into 2 pieces in N Taiwan Mar 25. Photos show workers clean up leaked oil. https://t.co/F1nZc2WVMh 	3/29/16	0	0	-0.34	-1
Chinese President #XiJinping congrats Hung Hsiu-chu for being elected as the new #KMT party leader in #Taiwan https://t.co/SpV5JLRY02 	3/26/16	0	0	0.7269	1
"Hung Hsiu-chu has been elected as the new #KMT party leader in Taiwan, the first ever female president. https://t.co/0y1xGKzUvf "	3/26/16	0	0	0.4019	1
Chinese people from mainland and #Taiwan share responsibility to protect #Nansha Islands: FM 	3/24/16	0	0	0.5859	1
"#Taiwan authorities flew int'l media to Taiping Island in S. China Sea Tue, to show it's not reef but natural island https://t.co/QGsRVXO0DP "	3/23/16	0	0	-0.395	-1
Almost all headrest covers stolen on Taiwan’s Hello Kitty-themed express train’s maiden trip https://t.co/bJJLwjhKnB https://t.co/zmiYxgWSZP 	3/22/16	0	0	-0.4939	-1
"InPics: #HelloKitty-themed express train makes maiden trip in #Taiwan, Monday. https://t.co/sb6dq5CYAC "	3/21/16	0	0	0	0
"#China warns the US not to endorse observer status for #Taiwan in the Interpol: FM, Mon "	3/21/16	0	0	-0.3318	-1
Kuomintang confirms taking 2.27M taels of gold &amp; forex from mainland to Taiwan in 1949 after losing civil war to CPC https://t.co/PFkpp65XYm 	3/17/16	0	1	-0.7579	-1
"Over 5 million people have visited giant panda ""Yuanzai""at #Taipei Zoo in S #China's #Taiwan since its debut Jan. https://t.co/c5wC51R3xR "	3/13/16	0	0	0	0
"#China is resolutely opposed to arms sales by the US to #Taiwan. This position is consistent, firm &amp; clear: FM, Fri https://t.co/OOIWlHsCTh "	3/11/16	0	0	0.3818	1
#China's Position on US Arms Sales to #Taiwan Consistent and Firm: FM 	3/11/16	0	0	0	0
Undersea tunnel across the #Taiwan Straits technologically ready: #NPC deputy https://t.co/XMYbeC2iS5 https://t.co/1bntLB3yQd 	3/7/16	0	0	0.3612	1
"President #XiJinping warns against ""#Taiwan independence"" in any form Sat. in #Beijing #NPC https://t.co/WkwZfWiZp2 https://t.co/6Oxn5fVWRF "	3/5/16	0	0	-0.1027	-1
Tourists take shots of cherry blossom in SE #China’s #Taiwan https://t.co/4MKdHtT1oj https://t.co/hamWMEpA1p 	2/29/16	0	0	0	0
"Returning ceremony of ancient #Buddhist sculpture held in #Kaohsiung, #China's #Taiwan, Sun https://t.co/UB7GseMZv8 https://t.co/RmDJISA4Fy "	2/21/16	0	0	0	0
"#BREAKING: M5.0 #earthquake hits #Taitung County in S #China's #Taiwan on Feb 18, 9:09 am local time: CENC https://t.co/Uj3w4n3PDW "	2/17/16	0	0	0	0
"Memorial service held in Tainan, southeast #China's #Taiwan, for quake victims and survivors, Tue https://t.co/plQaSn0JLg "	2/16/16	0	0	-0.3182	-1
#BREAKING: M4.5 #earthquake hits #Kaohsiung in S #China's #Taiwan on Feb 16: CENC https://t.co/lKsoIGws4B 	2/16/16	0	0	0	0
Mainland on Sunday donates 5 mln yuan to #Taiwan for #Kaohsiung quake relief. https://t.co/rmCbY0gQvA 	2/14/16	0	0	0.4767	1
#Update Death toll from #TaiwanEarthquake stands at 116 by Sat; searching comes to end as missing all accounted for https://t.co/ms7Tof0QT3 	2/13/16	0	0	-0.7269	-1
"#Taiwanearthquake: Searching ends on Sat, death toll stood at 116 https://t.co/D9o7mYKfDZ "	2/13/16	0	0	-0.5994	-1
#UPDATE The death toll from #TaiwanEarthquake on Feb 6 had climbed to 87 as of 9:44 a.m. on Friday https://t.co/oxmlbpfC04 	2/11/16	0	0	-0.5994	-1
Bodies of 21-yr-old young couple found still hugging each other Thurs while trying to shelter from #TaiwanEarthquake https://t.co/KhXkT16Ctw 	2/11/16	0	0	0.4215	1
Death toll from #Taiwan #Kaohsiung earthquake Sat. has climbed to 46 as of Feb. 10. Rescue still ongoing. https://t.co/WFzUr7RGWa 	2/10/16	0	0	-0.1531	-1
"8-year-old girl rescued after trapped 60 hours in the rubbles of apartment complex in southern #Taiwan, on Feb 8 https://t.co/5JT0CWPaFL "	2/9/16	0	0	-0.1531	-1
#Update #TaiwanEarthquake death toll rises to 40 while 107 people remain missing after M6.7 quake hit Taiwan on Sat. https://t.co/ZplWP7DrId 	2/8/16	0	0	-0.7269	-1
"#BREAKING M5.3 earthquake hit 19km SE of Hualian in S #China's #Taiwan, on Feb 9: China Earthquake Networks Center https://t.co/t9wPUJYJte "	2/8/16	0	0	0	0
"#TaiwanEarthquake death toll rises to 38,  with over 100 people believed to still be under the debris. https://t.co/GWc7E8Mp8M "	2/8/16	0	1	-0.5994	-1
President #XiJinping Sun conveys condolences to the victims in the 6.7M #earthquake that struck S. #Taiwan on Sat https://t.co/a7A1gtHI1H 	2/7/16	0	0	-0.5106	-1
"Death toll of #TaiwanEarthquake rises to 35, over 110 people are still missing https://t.co/Z3etUl6sSs "	2/7/16	0	0	-0.7269	-1
#Update: #TaiwanEarthquake death toll rises to 33 by 10:00 p.m. Sunday. Chinese mainland has offered help. https://t.co/BT1HEArSmY 	2/7/16	0	0	-0.296	-1
#Update: #TaiwanEarthquake death toll climbed to 29 by 8:00 p.m. Sunday: https://t.co/bnEZ2zPGgb 	2/7/16	0	0	-0.5994	-1
#Update: Death toll of the #TaiwanEarthquake has reached 17 by 5:15 a.m. Sunday local time. https://t.co/zxN7yCmWhQ 	2/6/16	0	0	-0.5423	-1
#Update: Death toll of #TaiwanQuake rises to 14. Footages show horrible moments when the earthquake strikes Taiwan. https://t.co/YS6jPA2ODS 	2/6/16	0	0	-0.872	-1
The Latest: at least 13 killed in #TaiwanEarthquake and over 100 are still missing. #TaiwanQuake https://t.co/A36Idzpxlz 	2/6/16	0	0	-0.7717	-1
"Rescuers work at a quake site in #Tainan, southeast #China's #Taiwan, Sat. https://t.co/JP1M4qZdHG https://t.co/eUIYmvJYIR "	2/6/16	0	0	0	0
"#Update At least 6 people killed, 358 injured in M6.7 #TaiwanEarthquake Sat, latest official report confirms https://t.co/mzs5st5jp8 "	2/6/16	0	0	-0.802	-1
Mainland ready to help after deadly #earthquake jolted south of #Taiwan early Sat. https://t.co/UEbbJA3Fmt https://t.co/LFCs2iQVCA 	2/5/16	0	0	0.6369	1
#Update Death toll rises to 4 after #TaiwanEarthquake toppled buildings in Tainan city; over 20 missing: local media https://t.co/Bc2I9yhtbf 	2/5/16	0	0	-0.7269	-1
"Aerial footage shows #TaiwanEarthquake scenes, Saturday morning https://t.co/ScO3VWydvS "	2/5/16	0	0	0	0
Hundreds trapped in damaged buildings as 6.7M quake hits #Taiwan early Saturday morning https://t.co/DQ7XubBFkc https://t.co/xYPgb6lBGA 	2/5/16	0	0	-0.743	-1
"#Update At least 2 people, including a 10-day-old girl dead from #TaiwanEarthquake Sat https://t.co/ivTql1fSKw "	2/5/16	0	0	-0.6486	-1
Video shows seismic energy released by #TaiwanEarthquake Sat travels from epicenter all the way to mainland's Fujian https://t.co/1qRbazMXkw 	2/5/16	0	0	0.2732	1
#Update Over 20 injured in 6.7M quake that hit #Kaohsiung Sat. Tremors felt in all parts of #Taiwan. https://t.co/o0u6Eev6WX 	2/5/16	0	0	-0.4019	-1
#Taiwanearthquake: Many people are said trapped in debris shouting for help after buildings collapsed in #Kaohsiung https://t.co/cVHlDcZTVd 	2/5/16	0	1	-0.4215	-1
"#Taiwan #Earthquake: Rescue operation is ongoing after a 6.7M quake hit #Kaohsiung, Sat https://t.co/aCBGRjUlhT "	2/5/16	0	0	0.5106	1
#Taiwan #Earthquake: Firefighters working at the scene where a building collapsed after a 6.7M quake hit #Kaohsiung https://t.co/FcOhuNr5Y8 	2/5/16	0	0	-0.2732	-1
"#Taiwan #Earthquake: Buildings collapsed after a 6.7 magnitude quake hit #Kaohsiung, Sat. Rescue is ongoing https://t.co/OJ1PwwWMrQ "	2/5/16	0	0	0.296	1
"#Taiwan #Earthquake: Power outages in many areas after a 6.7 magnitude quake hit #Kaohsiung, Sat. Rescue is ongoing https://t.co/wjy9KTlkxI "	2/5/16	0	0	0.5106	1
"#Taiwan #Earthquake: Buildings are seen leaning to one side after a 6.7 magnitude earthquake hit #Kaohsiung, Sat https://t.co/vklnFG5iSw "	2/5/16	0	1	0	0
#BREAKING: A magnitude of 6.7 #earthquake hits #Taiwan: USGS https://t.co/HGNxpddxfI 	2/5/16	0	1	0	0
#UPDATE: A magnitude of 6.2 #earthquake hits near northeast #Taiwan on Tuesday: CENC https://t.co/biDSnXGj5w 	2/2/16	0	0	0	0
#BREAKING: A magnitude of 6.1 #earthquake hits near #Taiwan: CENC https://t.co/TkekCmeAAs 	2/2/16	0	1	0	0
Taiwan leader Ma Ying-jeou headed to Taiping Island in #SouthChinaSea on Thurs morning (filepic) https://t.co/fYziqNFxUY 	1/27/16	0	0	0	0
U.S. urged to carefully handle #Taiwan issue 	1/27/16	0	0	0.128	1
KMT Unveils Schedule for Party Chair Election in #Taiwan 	1/25/16	0	0	0.4019	1
"People swarm a commercial street full of Spring Festival goods in #Taipei, southeast #China's #Taiwan, Mon https://t.co/SJW4OzSCIT "	1/25/16	0	0	0.4939	1
"Worst cold wave hit SE #China's Taiwan on Jan 24. Schools closed for Mon, 35 hospitalized &amp; dozens died as of Sunday https://t.co/Cyqs38h6ez "	1/24/16	0	0	-0.8271	-1
"Vincent van Gogh's ""The Starry Night"" in giant mosaic made from recycled plastic bottles in SE #China's #Taiwan https://t.co/hG5zInw3qh "	1/22/16	0	0	0	0
#Egypt Thurs reaffirms it’ll continue to adhere to the one China policy as #Taiwan is an integral part of #China https://t.co/E1T8jBnUWw 	1/21/16	0	0	0	0
"Mainland, Taiwan hold first tri-colored glazed pottery show in 66 years in Zhengzhou https://t.co/QG0VcOZd6j https://t.co/GhJnTTPuCz "	1/19/16	0	0	0	0
"Gong Qinggai, deputy chief of the Chinese mainland's #Taiwan affairs authority, is under investigation, says CCDI https://t.co/Z3pPdO0fzS "	1/19/16	0	0	0.0772	1
#BREAKING Magnitude 5.4 earthquake hit east coast of Taiwan in S #China on Tue: China Earthquake Networks Center https://t.co/B4kBVK9mZQ 	1/18/16	0	0	0	0
"#KMT acknowledges defeat in #Taiwan's leadership election, as its candidate Eric Chu resigned after election. https://t.co/PVpVIOjYUM "	1/16/16	0	1	-0.6124	-1
"#TsaiIngwen, candidate of the Democratic Progressive Party (DPP), won #Taiwan's leadership election on Saturday. https://t.co/uK22Z8znok "	1/16/16	0	0	0.7506	1
Polls open for Taiwan leadership &amp; legislature elections on Saturday from 8 a.m. to 4 p.m.: https://t.co/I34mJsnqHB https://t.co/pt7OoQtVVe 	1/15/16	0	0	0	0
"Romantic Glass ""High Heel"" #Church Becomes a Hit before Opening In #Taiwan https://t.co/N9RGxzPs1d "	1/9/16	0	0	0.4019	1
"Cross-strait hotline between #Chinesemainland &amp; #Taiwan put to use Wed, officials of two sides dialed the first call https://t.co/5zJv9mf94H "	12/29/15	0	0	0	0
"'Starry Night' made of 4 million plastic bottles appear in Keelung, Taiwan https://t.co/5Ek0gmDpOE https://t.co/quZ8n82X1A "	12/28/15	0	0	0	0
Ministries of defense and foreign affairs Thu urge US to cancel arms sale to Taiwan to avoid further damage to ties https://t.co/wDLeifEG7l 	12/17/15	0	0	-0.7096	-1
"#China to sanction U.S. companies involved, among other things, to protest against U.S. arms sale to Taiwan: FM, Wed https://t.co/XVSx8xwVBW "	12/16/15	0	0	-0.25	-1
The U.S. administration formally notifies Congress Wed of a $1.83 billion arms sale for #Taiwan https://t.co/8xHmJqlZ5P 	12/16/15	0	0	0	0
China’s Ministry of Foreign Affairs summons US diplomat in #Beijing to strongly oppose US arms sales to #Taiwan https://t.co/GIPa2gnbKf 	12/16/15	0	0	0.2732	1
"Death toll from dengue fever reaches 204 in #Taiwan since May, local authorities said Tue https://t.co/LQh8HLnzq5 https://t.co/iF6afPwesy "	12/16/15	0	0	-0.5719	-1
#China reiterates opposition to US arms sale to Taiwan: spokesman for the State Council Taiwan Affairs Office on Wed https://t.co/8o0Du9L6wB 	12/15/15	0	0	0	0
"#China urges the US to stop arms sale to #Taiwan and do something more conducive for China-U.S. relations: FM, Tue https://t.co/ShbZOnZ8eb "	12/15/15	0	0	-0.296	-1
"Chinese mainland approved 2,288 investment projects from #Taiwan in first 10 months of 2015, up 20.9% yr-on-yr: MOC https://t.co/t8ngAMIlxe "	12/12/15	0	0	0.4215	1
"Another 11 deaths from #dengue fever were confirmed in #Taiwan, taking death toll since May to 195: Authority, Tue. https://t.co/V2WKozX2Lc "	12/8/15	0	1	-0.5574	-1
"2015 Gardening Landscape &amp; Green Roof Design Exhibition opens in #Taipei, #China's #Taiwan, Dec. 5. https://t.co/nHTMgQF2vi "	12/5/15	0	0	0	0
"Cross-Strait exhibition on tri-color glazed #pottery of Tang Dynasty (618-907) held in #Taipei, SE #China's #Taiwan https://t.co/xC8cXICORd "	12/4/15	0	0	0	0
A magnitude 4.6 #earthquake strikes near #Taiwan’s Taitung county on Thurs: CENC https://t.co/PbKH6z522Y 	12/3/15	0	0	-0.3612	-1
"Mainland confirmed Mon. the release of 2 #Taiwan spies, probably in exchange of a mainland spy. (filepic) https://t.co/pnrhG0a07F "	11/30/15	0	1	0	0
China voices firm opposition to reported US upcoming announcement of $1b arms sale to Taiwan https://t.co/3RRQRaQay2 https://t.co/9r4qwygxBP 	11/27/15	0	0	0	0
"#China's largest on-line payment platform Alipay to expand service to #Taiwan, aiming at mainland tourists there. https://t.co/1iaToHOB6U "	11/26/15	0	0	0.3182	1
"The total number of #dengue fever cases in #Taiwan has climbed to 35,744 since May: Control Agency said Fri. https://t.co/BJ9eddywxn "	11/20/15	1	0	0.0772	1
"InPic: #Taiwan high school students piece Starry Night by 30,000 bottle caps recently https://t.co/e2GgCB0bNW "	11/20/15	0	0	0	0
5.0-magnitude earthquake jolted the waters off the coast of Yilan County in #Taiwan at 11:33 p.m. on Wednesday. https://t.co/XJmogGyoXn 	11/11/15	0	0	0	0
"Another nine deaths from #dengue confirmed Wed. in #Taiwan, bringing the death toll to 150 since May. https://t.co/L0bl6Ikg3s "	11/11/15	0	0	-0.5994	-1
Commentary: Xi-Ma meeting a resolution to oppose ‘Taiwan Independence’ https://t.co/2gPAbyOmcc https://t.co/UOoC1G0IB7 	11/8/15	0	1	0	0
Hotline will be built across #Taiwan Strait to facilitate communication: State Council’s Taiwan Affairs Office Fri. https://t.co/SNkPdhlC3u 	11/7/15	0	0	0	0
Milestone: Leaders across #Taiwan Strait meet for first time in 66 years #XiJinping https://t.co/ypoUVXB7C4 https://t.co/ikA7tIyUhm 	11/7/15	0	0	0	0
"Taiwan sees over 8 million cross-Strait tourists annually, and over US$170bln annual trade in 7 years: Ma. #XiMaMeet https://t.co/WpWeEIjtU7 "	11/7/15	0	0	0	0
"Mainland, #Taiwan should expand cross-Strait exchanges to achieve win-win outcomes, says Ma Ying-jeou. #XiMaMeet https://t.co/yviWL4XQ2B "	11/7/15	0	0	0.3182	1
"Mainland, Taiwan should reduce hostility and resolve disputes in peaceful means, says Ma Ying-jeou. #XiMaMeet https://t.co/lm4QwbG3cL "	11/7/15	0	1	0.0516	1
"We stick to the One-China principles, says Taiwan leader Ma Ying-jeou after meeting President #XiJinping. #XiMaMeet https://t.co/kQxBTONz7T "	11/7/15	0	0	0	0
"This meeting is a milestone for cross-Strait relations: Zhang Zhijun, State Council’s Taiwan Affairs Office https://t.co/WpZFfkMhtg "	11/7/15	0	0	0	0
"Mainland welcomes Taiwan to participate in #AIIB: Zhang Zhijun, State Council’s Taiwan Affairs Office https://t.co/ImTYlGdQAs "	11/7/15	0	0	0.4019	1
Taiwan can participate in int’l affairs if it doesn’t harm One-China policy: State Council’s Taiwan Affairs Office https://t.co/oVoWCuhMx8 	11/7/15	0	0	-0.5423	-1
"Mainland, Taiwan belong to 1 nation, 1 country: Zhang Zhijun, State Council’s Taiwan Affairs Office. #XiMaMeet https://t.co/EHiIhY9hVK "	11/7/15	0	0	0	0
"Leaders across Taiwan Strait meet for the first time in 66 years, Singapore Nov 7 #XiMaMeet https://t.co/peD7Hz9Yth "	11/7/15	0	0	0	0
President #XiJinping and Taiwan Leader Ma Ying-jeou together meet the press. #XiMaMeet https://t.co/rebLX1RVLC 	11/7/15	0	0	0	0
Taiwan leader Ma Ying-jeou arrived at Singapore at 10:40am Sat. He's to meet with President #XiJinping at 3:00pm https://t.co/bxXWWbiqan 	11/6/15	0	0	0	0
Spoiler Alert! Ma to give Xi #Taiwan magpie artwork symbolising family as they meet.#XiVisit https://t.co/1PjWCGHdHM https://t.co/prLM3Yw7Kr 	11/6/15	0	0	0.3595	1
"Ma Ying-jeou says will try to deepen exchange, cooperation &amp; reduce hostility across #Taiwan Strait in Xi-Ma meeting https://t.co/RPvSRTbnnp "	11/5/15	0	0	-0.5423	-1
"Stocks of Chinese mainland, HK and Taiwan soar Wed following news of Xi-Ma meeting, release of new 5-year proposal https://t.co/UOG5Lz4APJ "	11/4/15	0	0	0	0
"Xi Jinping, Ma Ying-jeou to meet in the name of leaders of the mainland and Taiwan https://t.co/X6vR7XsTuA https://t.co/LoiivQcmPQ "	11/3/15	0	0	0	0
#Breaking: President #XiJinping and #Taiwan Leader Ma Ying-jeou to meet in #Singapore Nov. 7 https://t.co/f0JceKZUYe https://t.co/VTjlkdNMmP 	11/3/15	0	0	0	0
Both sides of the Straits reponsible for territorial sovereignty:FM Mon. on #Taiwan attitude on #SouthChinaSea award https://t.co/XnddIBQZOk 	11/2/15	0	0	0.5423	1
"A m5.6 earthquake jolted waters off coast of Taitung County in Taiwan at 5:09am on Mon, with a depth of 10 km: CENC https://t.co/buKn7XweuC "	11/1/15	0	0	0	0
"When #FallFoliage becomes more thrilling than beautiful: New 164-foot-high glass bridge opens in Nantong, #Taiwan. https://t.co/CRgcVaeygJ "	10/23/15	0	0	0.8204	1
